,Year,State,Commodity,Data Type,Value
759,2015,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",57000
760,2014,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",50000
761,2013,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",46000
762,2012,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",43000
763,2011,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",41000
764,2010,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",41000
765,2009,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",48000
766,2008,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",36000
767,2007,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",45000
768,2006,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",47000
769,2005,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",40000
770,2004,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",51000
771,2003,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",45000
772,2002,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",43000
773,2001,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",43000
774,2000,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",50000
775,1999,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",58000
776,1998,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",64000
777,1997,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",61000
778,1996,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",65000
779,1995,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",60000
780,1994,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",72000
781,1993,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",83000
782,1992,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",96000
783,1991,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",108000
784,1990,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",118000
785,1989,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",119000
786,1988,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",113000
787,1987,NEBRASKA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",110000
788,2008,NEVADA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",10000
789,2007,NEVADA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",10000
790,2006,NEVADA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
791,2005,NEVADA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12000
792,2004,NEVADA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",14000
793,2003,NEVADA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
794,2002,NEVADA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
795,2001,NEVADA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
796,2000,NEVADA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",10000
797,1999,NEVADA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
798,1998,NEVADA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",10000
799,1997,NEVADA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",14000
800,1996,NEVADA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",14000
801,1995,NEVADA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",10000
802,1994,NEVADA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",14000
803,1993,NEVADA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",14000
804,1992,NEVADA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
805,1991,NEVADA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
806,1990,NEVADA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",17000
807,1989,NEVADA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
808,1988,NEVADA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
809,1987,NEVADA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",11000
810,1990,NEW HAMPSHIRE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",1000
811,1989,NEW HAMPSHIRE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",1000
812,1988,NEW HAMPSHIRE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",1000
813,1987,NEW HAMPSHIRE,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",1000
814,2019,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
815,2018,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",13000
816,2017,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",13000
817,2016,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12000
818,2015,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12000
819,2014,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12000
820,2013,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",11000
821,2012,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",14000
822,2011,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",11000
823,2010,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",13000
824,2009,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",11000
825,2008,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
826,2007,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
827,2006,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
828,2005,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12000
829,2004,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12000
830,2003,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",10000
831,2002,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",11000
832,2001,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",11000
833,2000,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",11000
834,1999,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",10000
835,1998,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",11000
836,1997,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",10000
837,1996,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
838,1995,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",10000
839,1994,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",11000
840,1993,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",11000
841,1992,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
842,1991,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",11000
843,1990,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
844,1989,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",25000
845,1988,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",30000
846,1987,NEW JERSEY,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",25000
847,2012,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
848,2011,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
849,2010,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
850,2009,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
851,2008,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
852,2007,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
853,2006,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
854,2005,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
855,2004,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
856,2003,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
857,2002,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",11000
858,2001,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",10000
859,2000,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
860,1999,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
861,1998,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",14000
862,1997,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
863,1996,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
864,1995,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",19000
865,1994,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",19000
866,1993,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",18000
867,1992,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",18000
868,1991,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",20000
869,1990,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",29000
870,1989,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",23000
871,1988,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",21000
872,1987,NEW MEXICO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",19000
873,2019,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",59000
874,2018,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",56000
875,2017,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",57000
876,2016,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",64000
877,2015,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",58000
878,2014,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",60000
879,2013,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",55000
880,2012,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",51000
881,2011,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",49000
882,2010,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",45000
883,2009,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",45000
884,2008,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",50000
885,2007,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",53000
886,2006,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",58000
887,2005,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",59000
888,2004,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",64000
889,2003,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",67000
890,2002,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",60000
891,2001,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",53000
892,2000,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",58000
893,1999,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",69000
894,1998,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",65000
895,1997,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",72000
896,1996,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",68000
897,1995,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",70000
898,1994,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",68000
899,1993,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",65000
900,1992,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",70000
901,1991,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",77000
902,1990,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",81000
903,1989,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",94000
904,1988,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",94000
905,1987,NEW YORK,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",90000
906,2019,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",14000
907,2018,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",10000
908,2017,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",11000
909,2016,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12000
910,2015,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12000
911,2014,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12000
912,2013,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",10000
913,2012,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",13000
914,2011,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",14000
915,2010,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",13000
916,2009,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",11000
917,2008,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12000
918,2007,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12000
919,2006,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",10000
920,2005,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",10000
921,2004,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
922,2003,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",10000
923,2002,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",16000
924,2001,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",13000
925,2000,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",11000
926,1999,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
927,1998,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
928,1997,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
929,1996,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12000
930,1995,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12000
931,1994,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
932,1993,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
933,1992,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
934,1991,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",18000
935,1990,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",20000
936,1989,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",25000
937,1988,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",21000
938,1987,NORTH CAROLINA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",20000
939,2019,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",520000
940,2018,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",550000
941,2017,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",455000
942,2016,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",485000
943,2015,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",490000
944,2014,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",490000
945,2013,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",480000
946,2012,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",480000
947,2011,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",460000
948,2010,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",510000
949,2009,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",450000
950,2008,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",400000
951,2007,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",420000
952,2006,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",350000
953,2005,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",370000
954,2004,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",390000
955,2003,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",340000
956,2002,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",320000
957,2001,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",280000
958,2000,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",300000
959,1999,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",255000
960,1998,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",230000
961,1997,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",245000
962,1996,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",230000
963,1995,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",220000
964,1994,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",235000
965,1993,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",220000
966,1992,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",240000
967,1991,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",215000
968,1990,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",220000
969,1989,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",310000
970,1988,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",250000
971,1987,NORTH DAKOTA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",300000
972,2019,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
973,2018,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",14000
974,2017,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
975,2016,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
976,2015,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",17000
977,2014,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
978,2013,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",17000
979,2012,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",18000
980,2011,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
981,2010,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",18000
982,2009,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",11000
983,2008,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",14000
984,2007,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",14000
985,2006,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",14000
986,2005,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
987,2004,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",16000
988,2003,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
989,2002,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",18000
990,2001,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",18000
991,2000,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",18000
992,1999,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",20000
993,1998,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",18000
994,1997,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",22000
995,1996,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",24000
996,1995,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",25000
997,1994,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",27000
998,1993,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",30000
999,1992,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",38000
1000,1991,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",48000
1001,1990,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",42000
1002,1989,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",53000
1003,1988,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",50000
1004,1987,OHIO,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",55000
1005,2003,OKLAHOMA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",3000
