Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm)
NC1705170586HYUS2A,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.01,0.003,"M","LU","","","","O","818","52","0.2"
NC1706210541HYUS2A,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.007,0.003,"M","LU","","","","O","818","52","0.2"
NC1706210541HYUS2B,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.003,0.003,"M","LU","","","","O","818","52","0.2"
NC1706210545HYUS2B,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.004,0.003,"M","LU","","","","O","818","52","0.2"
NC1707260508HYUS2A,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.005,0.003,"M","LU","","","","O","818","52","0.2"
NC1707260564HYUS2A,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.006,0.003,"M","LU","","","","O","818","52","0.2"
NC1708230549HYUS2A,"HY","ALG","Thymol","X",0.023,0.005,"M","GT","","","","O","818","35","EX"
NC1708230549HYUS2B,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.013,0.003,"M","LU","","","","O","818","52","0.2"
NC1708230574HYUS2A,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.009,0.003,"M","LU","","","","O","818","52","0.2"
NC1708230574HYUS2B,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.012,0.003,"M","LU","","","","O","818","52","0.2"
NY1704180076HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.018,0.003,"M","LU","","","","O","818","52","0.2"
NY1704180093HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.008,0.003,"M","LU","","","","O","818","52","0.2"
NY1704180135HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.011,0.003,"M","LU","","","","O","818","52","0.2"
NY1704180247HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.006,0.003,"M","LU","","","","O","818","52","0.2"
NY1704180267HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.021,0.003,"M","LU","","","","O","818","52","0.2"
NY1704180267HYUS2P,"HY","ALG","Thymol","X",0.007,0.005,"M","GT","","","","O","818","35","EX"
NY1705160141HYUS2P,"HY","666","Carbendazim (MBC)","B",0.005,0.005,"M","LU","","V","","O","818","52","NT"
NY1705160141HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.011,0.003,"M","LU","","","","O","818","52","0.2"
NY1705160226HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.016,0.003,"M","LU","","","","O","818","52","0.2"
NY1705160226HYUS2P,"HY","ALG","Thymol","X",0.037,0.005,"M","GT","","","","O","818","35","EX"
NY1705160276HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.005,0.003,"M","LU","","","","O","818","52","0.2"
NY1705160287HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.005,0.003,"M","LU","","","","O","818","52","0.2"
NY1705160292HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.029,0.003,"M","LU","","","","O","818","52","0.2"
NY1705160292HYUS2P,"HY","ALG","Thymol","X",0.062,0.005,"M","GT","","","","O","818","35","EX"
NY1706200082HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.006,0.003,"M","LU","","","","O","818","52","0.2"
NY1706200127HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.034,0.003,"M","LU","","","","O","818","52","0.2"
NY1706200142HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.011,0.003,"M","LU","","","","O","818","52","0.2"
NY1706200142HYUS2P,"HY","ALG","Thymol","X",0.062,0.005,"M","GT","","","","O","818","35","EX"
NY1706200145HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.012,0.003,"M","LU","","","","O","818","52","0.2"
NY1706200254HYUS2P,"HY","666","Carbendazim (MBC)","B",0.005,0.005,"M","LU","","V","","O","818","52","NT"
NY1706200254HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.012,0.003,"M","LU","","","","O","818","52","0.2"
NY1706200258HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.005,0.003,"M","LU","","","","O","818","52","0.2"
NY1706200260HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.037,0.003,"M","LU","","","","O","818","52","0.2"
NY1706200269HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.004,0.003,"M","LU","","","","O","818","52","0.2"
NY1706200269HYUS2P,"HY","ALG","Thymol","X",0.073,0.005,"M","GT","","","","O","818","35","EX"
NY1707250259HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.017,0.003,"M","LU","","","","O","818","52","0.2"
NY1707250260HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.013,0.003,"M","LU","","","","O","818","52","0.2"
NY1707250274HYUS2P,"HY","272","2,6-dichlorobenzamide","T",0.074,0.008,"M","LU","","V","","O","818","52","NT"
NY1707250274HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.039,0.003,"M","LU","","","","O","818","52","0.2"
NY1707250283HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.003,0.003,"M","LU","","","","O","818","52","0.2"
NY1708220071HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.012,0.003,"M","LU","","","","O","818","52","0.2"
NY1708220127HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.01,0.003,"M","LU","","","","O","818","52","0.2"
NY1708220127HYUS2P,"HY","ALG","Thymol","X",0.153,0.005,"M","GT","","","","O","818","35","EX"
NY1708220201HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.036,0.003,"M","LU","","","","O","818","52","0.2"
NY1708220219HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.003,0.003,"M","LU","","","","O","818","52","0.2"
NY1708220268HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.011,0.003,"M","LU","","","","O","818","52","0.2"
NY1708220279HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.014,0.003,"M","LU","","","","O","818","52","0.2"
OH1704240118HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.01,0.003,"M","LU","","","","O","818","52","0.2"
OH1704240312HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.013,0.003,"M","LU","","","","O","818","52","0.2"
OH1704240312HYUS2P,"HY","ALG","Thymol","X",0.018,0.005,"M","GT","","","","O","818","35","EX"
OH1705220100HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.01,0.003,"M","LU","","","","O","818","52","0.2"
OH1705220118HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.005,0.003,"M","LU","","","","O","818","52","0.2"
OH1705220118HYUS2,"HY","ALG","Thymol","X",0.169,0.005,"M","GT","","","","O","818","35","EX"
OH1705220300HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.007,0.003,"M","LU","","","","O","818","52","0.2"
OH1705220306HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.006,0.003,"M","LU","","","","O","818","52","0.2"
OH1705220307HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.01,0.003,"M","LU","","","","O","818","52","0.2"
OH1705220312HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.008,0.003,"M","LU","","","","O","818","52","0.2"
OH1705220312HYUS2P,"HY","ALG","Thymol","X",0.009,0.005,"M","GT","","","","O","818","35","EX"
OH1706260212HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.004,0.003,"M","LU","","","","O","818","52","0.2"
OH1706260304HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.011,0.003,"M","LU","","","","O","818","52","0.2"
OH1706260304HYUS2P,"HY","ALG","Thymol","X",0.06,0.005,"M","GT","","","","O","818","35","EX"
OH1706260306HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.006,0.003,"M","LU","","","","O","818","52","0.2"
OH1706260307HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.019,0.003,"M","LU","","","","O","818","52","0.2"
OH1706260440HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.006,0.003,"M","LU","","","","O","818","52","0.2"
OH1707310202HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.019,0.003,"M","LU","","","","O","818","52","0.2"
OH1707310207HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.026,0.003,"M","LU","","","","O","818","52","0.2"
OH1707310422HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.012,0.003,"M","LU","","","","O","818","52","0.2"
OH1707310440HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.004,0.003,"M","LU","","","","O","818","52","0.2"
OH1707310452HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.006,0.003,"M","LU","","","","O","818","52","0.2"
OH1708280212HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.018,0.003,"M","LU","","","","O","818","52","0.2"
OH1708280419HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.007,0.003,"M","LU","","","","O","818","52","0.2"
OH1708280450HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.009,0.003,"M","LU","","","","O","818","52","0.2"
OH1708280450HYUS2P,"HY","ALG","Thymol","X",0.123,0.005,"M","GT","","","","O","818","35","EX"
TX1704170020HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.023,0.003,"M","LU","","","","O","818","52","0.2"
TX1704170103HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.005,0.003,"M","LU","","","","O","818","52","0.2"
TX1704170107HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.004,0.003,"M","LU","","","","O","818","52","0.2"
TX1704170201HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.082,0.003,"M","LU","","","","O","818","52","0.2"
TX1704170405HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.005,0.003,"M","LU","","","","O","818","52","0.2"
TX1704170419HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.007,0.003,"M","LU","","","","O","818","52","0.2"
TX1704170419HYUS2P,"HY","ALG","Thymol","X",0.017,0.005,"M","GT","","","","O","818","35","EX"
TX1704240105HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.023,0.003,"M","LU","","","","O","818","52","0.2"
TX1704240105HYUS2,"HY","ALG","Thymol","X",0.011,0.005,"M","GT","","","","O","818","35","EX"
TX1705150020HYUS2,"HY","666","Carbendazim (MBC)","B",0.005,0.005,"M","LU","","V","","O","818","52","NT"
TX1705150020HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.01,0.003,"M","LU","","","","O","818","52","0.2"
TX1705150103HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.01,0.003,"M","LU","","","","O","818","52","0.2"
TX1705150103HYUS2P,"HY","ALG","Thymol","X",0.007,0.005,"M","GT","","","","O","818","35","EX"
TX1705150105HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.008,0.003,"M","LU","","","","O","818","52","0.2"
TX1705150201HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.004,0.003,"M","LU","","","","O","818","52","0.2"
TX1705150405HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.004,0.003,"M","LU","","","","O","818","52","0.2"
TX1705150419HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.042,0.003,"M","LU","","","","O","818","52","0.2"
TX1705300216HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.028,0.003,"M","LU","","","","O","818","52","0.2"
TX1706190040HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.047,0.003,"M","LU","","","","O","818","52","0.2"
TX1706190103HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.003,0.003,"M","LU","","","","O","818","52","0.2"
TX1706190107HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.012,0.003,"M","LU","","","","O","818","52","0.2"
TX1706190201HYUS2,"HY","272","2,6-dichlorobenzamide","T",0.02,0.008,"M","LU","","V","","O","818","52","NT"
TX1706190201HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.034,0.003,"M","LU","","","","O","818","52","0.2"
TX1706190211HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.005,0.003,"M","LU","","","","O","818","52","0.2"
TX1706190406HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.024,0.003,"M","LU","","","","O","818","52","0.2"
TX1706190409HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.011,0.003,"M","LU","","","","O","818","52","0.2"
TX1706190425HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.016,0.003,"M","LU","","","","O","818","52","0.2"
TX1706190425HYUS2,"HY","ALG","Thymol","X",0.019,0.005,"M","GT","","","","O","818","35","EX"
TX1707240020HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.012,0.003,"M","LU","","","","O","818","52","0.2"
TX1707240103HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.004,0.003,"M","LU","","","","O","818","52","0.2"
TX1707240107HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.017,0.003,"M","LU","","","","O","818","52","0.2"
TX1707240201HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.008,0.003,"M","LU","","","","O","818","52","0.2"
TX1707240211HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.018,0.003,"M","LU","","","","O","818","52","0.2"
TX1707240406HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.013,0.003,"M","LU","","","","O","818","52","0.2"
TX1707240425HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.008,0.003,"M","LU","","","","O","818","52","0.2"
TX1708210020HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.007,0.003,"M","LU","","","","O","818","52","0.2"
TX1708210020HYUS2,"HY","ALG","Thymol","X",0.016,0.005,"M","GT","","","","O","818","35","EX"
TX1708210103HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.008,0.003,"M","LU","","","","O","818","52","0.2"
TX1708210105HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.009,0.003,"M","LU","","","","O","818","52","0.2"
TX1708210105HYUS2,"HY","ALG","Thymol","X",0.046,0.005,"M","GT","","","","O","818","35","EX"
TX1708210107HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.019,0.003,"M","LU","","","","O","818","52","0.2"
TX1708210107HYUS2,"HY","ALG","Thymol","X",0.114,0.005,"M","GT","","","","O","818","35","EX"
TX1708210201HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.038,0.003,"M","LU","","","","O","818","52","0.2"
TX1708210216HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.034,0.003,"M","LU","","","","O","818","52","0.2"
WA1704240002HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.051,0.003,"M","LU","","","","O","818","52","0.2"
WA1704240004HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.041,0.003,"M","LU","","","","O","818","52","0.2"
WA1704240031HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.024,0.003,"M","LU","","","","O","818","52","0.2"
WA1704240033HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.021,0.003,"M","LU","","","","O","818","52","0.2"
WA1704240033HYUS2P,"HY","ALG","Thymol","X",0.01,0.005,"M","GT","","","","O","818","35","EX"
WA1705220008HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.034,0.003,"M","LU","","","","O","818","52","0.2"
WA1705220033HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.008,0.003,"M","LU","","","","O","818","52","0.2"
WA1706260023HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.007,0.003,"M","LU","","","","O","818","52","0.2"
WA1706260030HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.005,0.003,"M","LU","","","","O","818","52","0.2"
WA1706260033HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.019,0.003,"M","LU","","","","O","818","52","0.2"
WA1707310011HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.006,0.003,"M","LU","","","","O","818","52","0.2"
WA1707310031HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.024,0.003,"M","LU","","","","O","818","52","0.2"
WA1707310033HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.019,0.003,"M","LU","","","","O","818","52","0.2"
WA1707310034HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.009,0.003,"M","LU","","","","O","818","52","0.2"
WA1708280002HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.051,0.003,"M","LU","","","","O","818","52","0.2"
WA1708280002HYUS2P,"HY","ALG","Thymol","X",0.02,0.005,"M","GT","","","","O","818","35","EX"
WA1708280004HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.021,0.003,"M","LU","","","","O","818","52","0.2"
WA1708280031HYUS2P,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.011,0.003,"M","LU","","","","O","818","52","0.2"
WA1708280034HYUS2,"HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","F",0.003,0.003,"M","LU","","","","O","818","52","0.2"
