Sample ID,Commodity,Pesticide Code,Pesticide Name,Concentration,LOD,pp_,Annotate,Quantitate,Mean,Commodity Type,Variety,Commodity Claim,Facility Type,Origin,Country,State,Quantity,EPA Tolerance (ppm)
"CA0806110577HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0061","0.004","M","","SM","O","RE","Unknown","NC","R","2","China","","","1"
"CA1706190645HYUS2","HY","ALG","Thymol","0.027","0.005","M","","","O","RE","Wild-Raw","PO","R","2","India","","","EX"
"NY1704180247HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.006","0.003","M","","","O","RE","Pure","NC","R","2","Spain","","","0.2"
"FL0807140009HYUS2P","HY","666","Carbendazim (MBC)","0.0273","0.005","M","V","SM","O","RE","Unknown","NC","R","2","Vietnam","","","NT"
"CA1704180449HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.014","0.003","M","","","O","RE","Orange Blossom","NC","R","2","Brazil / Mexico / USA","","","0.2"
"CA1704180449HYUS2","HY","ALG","Thymol","0.03","0.005","M","","","O","RE","Orange Blossom","NC","R","2","Brazil / Mexico / USA","","","EX"
"CA1707240625HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.008","0.003","M","","","O","RE","Natural Wildflowers","PO","R","2","Brazil / Mexico","","","0.2"
"FL0710080055HYUS2P","HY","124","Coumaphos","0.0018","0.001","M","","SM","O","RE","Clover","NC","L","2","Argentina / USA","","","0.15"
"MD0808190005HYUS2","HY","124","Coumaphos","0.0014","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / USA","","","0.15"
"NY0802120186HYUS2P","HY","124","Coumaphos","0.0021","0.001","M","","SM","O","RE","Clover","NC","R","2","Argentina / USA","","","0.15"
"NY0804160006HYUS2P","HY","124","Coumaphos","0.0034","0.001","M","","SM","O","RE","Clover","NC","R","2","Argentina / USA","","","0.15"
"NY0805130006HYUS2P","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Clover","NC","R","2","Argentina / USA","","","0.15"
"CA1707240450HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.01","0.003","M","","","O","RE","Clover","NC","R","2","Argentina / USA","","","0.2"
"MD1707260033HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.006","0.003","M","","","O","RE","Honey","NC","R","2","Argentina / USA","","","0.2"
"NC1706210541HYUS2A","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.007","0.003","M","","","O","RE","Clover","NC","R","2","Argentina / USA","","","0.2"
"NY1707250283HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.003","0.003","M","","","O","RE","Clover","NC","R","2","Argentina / USA","","","0.2"
"OH1704240312HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.013","0.003","M","","","O","RE","Clover","NC","R","2","Argentina / USA","","","0.2"
"OH1704240312HYUS2P","HY","ALG","Thymol","0.018","0.005","M","","","O","RE","Clover","NC","R","2","Argentina / USA","","","EX"
"CA1708210542HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.003","0.003","M","","","O","RE","Clover","NC","L","2","Multi/Country Origin / Countries Unknown","","","0.2"
"FL1708280039HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.003","M","","","O","RE","Clover","NC","H","2","Multi/Country Origin / Countries Unknown","","","0.2"
"CA0712050151HYUS2P","HY","124","Coumaphos","0.0014","0.001","M","","SM","O","RE","Clover","NC","R","2","Canada / USA","","","0.15"
"MD0806110005HYUS2","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Clover","NC","D","2","Canada / USA","","","0.15"
"MD0806110005HYUS2","HY","297","Fluvalinate","0.0017","0.001","M","","SM","O","RE","Clover","NC","D","2","Canada / USA","","","0.05"
"MI0801150084HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0077","0.004","M","","SM","O","RE","Light Amber Clover","NC","D","2","Canada / USA","","","1"
"MI0802120008HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0054","0.004","M","","SM","O","RE","Clover","NC","D","2","Canada / USA","","","1"
"MI0802120084HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0216","0.004","M","","SM","O","RE","Clover","NC","D","2","Canada / USA","","","1"
"MI0803110006HYUS2","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Clover","NC","D","2","Canada / USA","","","0.15"
"MI0803110006HYUS2","HY","254","Dicofol p,p'","0.0058","0.001","M","V","SM","O","RE","Clover","NC","D","2","Canada / USA","","","NT"
"MI0804150005HYUS2","HY","124","Coumaphos","0.0019","0.001","M","","SM","O","RE","Clover Honey","NC","D","2","Canada / USA","","","0.15"
"MI0804150005HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0045","0.004","M","","SM","O","RE","Clover Honey","NC","D","2","Canada / USA","","","1"
"MI0804150084HYUS2","HY","124","Coumaphos","0.0024","0.001","M","","SM","O","RE","Light Amber Clover","NC","D","2","Canada / USA","","","0.15"
"MI0804150084HYUS2","HY","254","Dicofol p,p'","0.004","0.001","M","V","SM","O","RE","Light Amber Clover","NC","D","2","Canada / USA","","","NT"
"MI0805130056HYUS2","HY","124","Coumaphos","0.0034","0.001","M","","SM","O","RE","Na","NC","D","2","Canada / USA","","","0.15"
"MI0805130056HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0528","0.004","M","","SM","O","RE","Na","NC","D","2","Canada / USA","","","1"
"MI0806100005HYUS2","HY","297","Fluvalinate","0.0012","0.001","M","","SM","O","RE","Grade A","NC","D","2","Canada / USA","","","0.05"
"MI0806100056HYUS2","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Na","NC","D","2","Canada / USA","","","0.15"
"MI0806100056HYUS2","HY","297","Fluvalinate","0.001","0.001","M","","SM","O","RE","Na","NC","D","2","Canada / USA","","","0.05"
"MI0808120056HYUS2","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Clover","NC","D","2","Canada / USA","","","0.15"
"MI0808120056HYUS2","HY","297","Fluvalinate","0.0016","0.001","M","","SM","O","RE","Clover","NC","D","2","Canada / USA","","","0.05"
"MI0809090006HYUS2","HY","124","Coumaphos","0.0015","0.001","M","","SM","O","RE","Clover","NC","D","2","Canada / USA","","","0.15"
"MI0809090008HYUS2","HY","297","Fluvalinate","0.001","0.001","M","","SM","O","RE","Na","NC","D","2","Canada / USA","","","0.05"
"NY0802120262HYUS2","HY","124","Coumaphos","0.0017","0.001","M","","SM","O","RE","Clover","NC","D","2","Canada / USA","","","0.15"
"NY0802120262HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0049","0.004","M","","SM","O","RE","Clover","NC","D","2","Canada / USA","","","1"
"NY0803110012HYUS2","HY","124","Coumaphos","0.0013","0.001","M","","SM","O","RE","Clover","NC","D","2","Canada / USA","","","0.15"
"NY0803110012HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0068","0.004","M","","SM","O","RE","Clover","NC","D","2","Canada / USA","","","1"
"NY0804160262HYUS2","HY","297","Fluvalinate","0.0019","0.001","M","","SM","O","RE","Clover","NC","D","2","Canada / USA","","","0.05"
"NY0805130017HYUS2P","HY","124","Coumaphos","0.0015","0.001","M","","SM","O","RE","Pure","NC","R","2","Canada / USA","","","0.15"
"NY0805130262HYUS2","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Clover","NC","D","2","Canada / USA","","","0.15"
"NY0805130262HYUS2","HY","297","Fluvalinate","0.001","0.001","M","","SM","O","RE","Clover","NC","D","2","Canada / USA","","","0.05"
"NY0807150015HYUS2","HY","124","Coumaphos","0.0016","0.001","M","","SM","O","RE","Clover","NC","D","2","Canada / USA","","","0.15"
"OH0805050431HYUS2P","HY","124","Coumaphos","0.0014","0.001","M","","SM","O","RE","Clover","NC","R","2","Canada / USA","","","0.15"
"OH0805050431HYUS2P","HY","B48","Azoxystrobin","0.0037","0.002","M","V","SM","O","RE","Clover","NC","R","2","Canada / USA","","","NT"
"OH0806020312HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0106","0.004","M","","SM","O","RE","","NC","R","2","Canada / USA","","","1"
"OH0806020429HYUS2P","HY","124","Coumaphos","0.0017","0.001","M","","SM","O","RE","Clover","NC","R","2","Canada / USA","","","0.15"
"OH0806020429HYUS2P","HY","B48","Azoxystrobin","0.004","0.002","M","V","SM","O","RE","Clover","NC","R","2","Canada / USA","","","NT"
"OH0809020223HYUS2P","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Clover","NC","R","2","Canada / USA","","","0.15"
"OH0809020223HYUS2P","HY","B48","Azoxystrobin","0.0033","0.002","M","V","SM","O","RE","Clover","NC","R","2","Canada / USA","","","NT"
"WI0808040123HYUS2","HY","297","Fluvalinate","0.0014","0.001","M","","SM","O","RE","Clover Honey","NC","D","2","Canada / USA","","","0.05"
"CA0710100151HYUS2P","HY","124","Coumaphos","0.0015","0.001","M","","SM","O","RE","Pure Clover","NC","R","2","Argentina / Canada / USA","","","0.15"
"MD0710110005HYUS2","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"MD0710110005HYUS2","HY","297","Fluvalinate","0.001","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.05"
"MD0711140005HYUS2","HY","124","Coumaphos","0.0011","0.001","M","","SM","O","RE","Na","NC","D","2","Argentina / Canada / USA","","","0.15"
"MI0711130008HYUS2","HY","124","Coumaphos","0.0012","0.001","M","","SM","O","RE","Pure Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"MI0711130056HYUS2","HY","124","Coumaphos","0.0017","0.001","M","","SM","O","RE","Grade A, Pure Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"MI0711130084HYUS2","HY","124","Coumaphos","0.0023","0.001","M","","SM","O","RE","Clover, Grade A","NC","D","2","Argentina / Canada / USA","","","0.15"
"MI0712110021HYUS2","HY","124","Coumaphos","0.0012","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"MI0712110056HYUS2","HY","124","Coumaphos","0.0013","0.001","M","","SM","O","RE","Pure Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0710100009HYUS2P","HY","124","Coumaphos","0.0012","0.001","M","","SM","O","RE","Clover","NC","O","2","Argentina / Canada / USA","","","0.15"
"NY0710100015HYUS2","HY","124","Coumaphos","0.0012","0.001","M","","SM","O","RE","Pure Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0710100017HYUS2P","HY","124","Coumaphos","0.0016","0.001","M","","SM","O","RE","Pure","NC","R","2","Argentina / Canada / USA","","","0.15"
"NY0710100201HYUS2","HY","124","Coumaphos","0.0016","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0710100280HYUS2","HY","124","Coumaphos","0.0025","0.001","M","","SM","O","RE","Pure","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0711070012HYUS2","HY","124","Coumaphos","0.0013","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0711070017HYUS2P","HY","124","Coumaphos","0.0013","0.001","M","","SM","O","RE","100% Pure","NC","R","2","Argentina / Canada / USA","","","0.15"
"NY0711070124HYUS2","HY","124","Coumaphos","0.005","0.001","M","","SM","O","RE","","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0711070186HYUS2P","HY","124","Coumaphos","0.0017","0.001","M","","SM","O","RE","Clover","NC","O","2","Argentina / Canada / USA","","","0.15"
"NY0712050005HYUS2","HY","124","Coumaphos","0.002","0.001","M","","SM","O","RE","","NC","R","2","Argentina / Canada / USA","","","0.15"
"NY0712050012HYUS2","HY","124","Coumaphos","0.0017","0.001","M","","SM","O","RE","Clover","NC","L","2","Argentina / Canada / USA","","","0.15"
"NY0712050015HYUS2","HY","124","Coumaphos","0.0015","0.001","M","","SM","O","RE","Pure Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0712050220HYUS2","HY","124","Coumaphos","0.0043","0.001","M","","SM","O","RE","","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0712050280HYUS2P","HY","124","Coumaphos","0.0025","0.001","M","","SM","O","RE","Pure","NC","R","2","Argentina / Canada / USA","","","0.15"
"OH0710010436HYUS2P","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Clover","NC","R","2","Argentina / Canada / USA","","","0.15"
"OH0710010436HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0076","0.004","M","","SM","O","RE","Clover","NC","R","2","Argentina / Canada / USA","","","1"
"OH0711050429HYUS2P","HY","124","Coumaphos","0.0012","0.001","M","","SM","O","RE","Clover","NC","R","2","Argentina / Canada / USA","","","0.15"
"OH0712030422HYUS2P","HY","124","Coumaphos","0.002","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"OH0712030431HYUS2P","HY","124","Coumaphos","0.0019","0.001","M","","SM","O","RE","Clover","NC","R","2","Argentina / Canada / USA","","","0.15"
"OH0712030431HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0055","0.004","M","","SM","O","RE","Clover","NC","R","2","Argentina / Canada / USA","","","1"
"TX0710010040HYUS2","HY","124","Coumaphos","0.0012","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"TX0711050040HYUS2","HY","124","Coumaphos","0.002","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"WA0710010011HYUS2P","HY","124","Coumaphos","0.0014","0.001","M","","SM","O","RE","N/A","NC","R","2","Argentina / Canada / USA","","","0.15"
"CA0801160151HYUS2P","HY","124","Coumaphos","0.0016","0.001","M","","SM","O","RE","Pure Clover","NC","R","2","Argentina / Canada / USA","","","0.15"
"CA0808180151HYUS2P","HY","124","Coumaphos","0.0016","0.001","M","","SM","O","RE","Pure Clover","NC","R","2","Argentina / Canada / USA","","","0.15"
"CA0809220151HYUS2P","HY","124","Coumaphos","0.0023","0.001","M","","SM","O","RE","Clover","NC","R","2","Argentina / Canada / USA","","","0.15"
"CO0805050007HYUS2","HY","124","Coumaphos","0.0023","0.001","M","","SM","O","RE","Wildflower","NC","D","2","Argentina / Canada / USA","","","0.15"
"MD0809230005HYUS2","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"MI0801150006HYUS2","HY","124","Coumaphos","0.0021","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"MI0801150008HYUS2","HY","297","Fluvalinate","0.0027","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.05"
"MI0801150056HYUS2","HY","124","Coumaphos","0.0011","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"MI0801150056HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0111","0.004","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","1"
"MI0802120056HYUS2","HY","124","Coumaphos","0.0011","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"MI0802120056HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0108","0.004","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","1"
"MI0803110005HYUS2","HY","124","Coumaphos","0.0016","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"MI0803110056HYUS2","HY","124","Coumaphos","0.0021","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"MI0804150021HYUS2","HY","124","Coumaphos","0.002","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"MI0804150056HYUS2","HY","124","Coumaphos","0.0021","0.001","M","","SM","O","RE","Pure Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"MI0805130021HYUS2","HY","124","Coumaphos","0.0016","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"MI0806100053HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0213","0.004","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","1"
"MI0808120021HYUS2","HY","124","Coumaphos","0.0015","0.001","M","","SM","O","RE","Pure Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"MI0809090084HYUS2","HY","124","Coumaphos","0.0027","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0801150009HYUS2P","HY","124","Coumaphos","0.0012","0.001","M","","SM","O","RE","Clover","NC","R","2","Argentina / Canada / USA","","","0.15"
"NY0801150012HYUS2P","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Clover","NC","R","2","Argentina / Canada / USA","","","0.15"
"NY0801150201HYUS2","HY","124","Coumaphos","0.0027","0.001","M","","SM","O","RE","Clover, Pure","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0801150201HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0099","0.004","M","","SM","O","RE","Clover, Pure","NC","D","2","Argentina / Canada / USA","","","1"
"NY0802120009HYUS2","HY","124","Coumaphos","0.0029","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0802120015HYUS2","HY","124","Coumaphos","0.0019","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0802120201HYUS2","HY","124","Coumaphos","0.0011","0.001","M","","SM","O","RE","Clover, Pure","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0802120201HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0098","0.004","M","","SM","O","RE","Clover, Pure","NC","D","2","Argentina / Canada / USA","","","1"
"NY0802120220HYUS2","HY","124","Coumaphos","0.0011","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0802120220HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0055","0.004","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","1"
"NY0802120280HYUS2","HY","124","Coumaphos","0.0016","0.001","M","","SM","O","RE","Pure","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0803110017HYUS2","HY","124","Coumaphos","0.0014","0.001","M","","SM","O","RE","100% Pure","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0803110017HYUS2","HY","254","Dicofol p,p'","0.0018","0.001","M","V","SM","O","RE","100% Pure","NC","D","2","Argentina / Canada / USA","","","NT"
"NY0803110201HYUS2","HY","124","Coumaphos","0.0015","0.001","M","","SM","O","RE","Clover, Pure","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0803110201HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0042","0.004","M","","SM","O","RE","Clover, Pure","NC","D","2","Argentina / Canada / USA","","","1"
"NY0804160009HYUS2P","HY","124","Coumaphos","0.0019","0.001","M","","SM","O","RE","","NC","R","2","Argentina / Canada / USA","","","0.15"
"NY0804160124HYUS2","HY","124","Coumaphos","0.0015","0.001","M","","SM","O","RE","Pure","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0804160124HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0049","0.004","M","","SM","O","RE","Pure","NC","D","2","Argentina / Canada / USA","","","1"
"NY0804160201HYUS2","HY","124","Coumaphos","0.003","0.001","M","","SM","O","RE","Unknown","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0805130012HYUS2","HY","070","Piperonyl butoxide","0.0096","0.006","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","10"
"NY0805130012HYUS2","HY","124","Coumaphos","0.0017","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0805130012HYUS2","HY","254","Dicofol p,p'","0.0041","0.001","M","V","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","NT"
"NY0805130201HYUS2","HY","124","Coumaphos","0.0019","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0806100009HYUS2P","HY","124","Coumaphos","0.0025","0.001","M","","SM","O","RE","Clover","NC","R","2","Argentina / Canada / USA","","","0.15"
"NY0806100015HYUS2","HY","124","Coumaphos","0.0016","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0806100201HYUS2","HY","124","Coumaphos","0.0014","0.001","M","","SM","O","RE","","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0806100280HYUS2P","HY","124","Coumaphos","0.0016","0.001","M","","SM","O","RE","Pure","NC","R","2","Argentina / Canada / USA","","","0.15"
"NY0807150009HYUS2P","HY","124","Coumaphos","0.0012","0.001","M","","SM","O","RE","Clover","NC","R","2","Argentina / Canada / USA","","","0.15"
"NY0807150012HYUS2","HY","070","Piperonyl butoxide","0.0072","0.006","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","10"
"NY0807150012HYUS2","HY","124","Coumaphos","0.0012","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0807150012HYUS2","HY","254","Dicofol p,p'","0.002","0.001","M","V","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","NT"
"NY0808120201HYUS2","HY","124","Coumaphos","0.0012","0.001","M","","SM","O","RE","Clover, Pure","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0808120220HYUS2","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Clover, Pure","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0808120262HYUS2","HY","124","Coumaphos","0.0014","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0809090012HYUS2","HY","124","Coumaphos","0.0018","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0809090015HYUS2","HY","124","Coumaphos","0.0026","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"NY0809090201HYUS2","HY","124","Coumaphos","0.0032","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"OH0801070307HYUS2P","HY","124","Coumaphos","0.0012","0.001","M","","SM","O","RE","Pure Clover Honey","NC","R","2","Argentina / Canada / USA","","","0.15"
"OH0801070307HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0098","0.004","M","","SM","O","RE","Pure Clover Honey","NC","R","2","Argentina / Canada / USA","","","1"
"OH0801070422HYUS2P","HY","124","Coumaphos","0.002","0.001","M","","SM","O","RE","","NC","R","2","Argentina / Canada / USA","","","0.15"
"OH0801070422HYUS2P","HY","254","Dicofol p,p'","0.0019","0.001","M","V","SM","O","RE","","NC","R","2","Argentina / Canada / USA","","","NT"
"OH0801070422HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0079","0.004","M","","SM","O","RE","","NC","R","2","Argentina / Canada / USA","","","1"
"OH0801070431HYUS2P","HY","124","Coumaphos","0.0016","0.001","M","","SM","O","RE","Clover","NC","R","2","Argentina / Canada / USA","","","0.15"
"OH0802040212HYUS2P","HY","124","Coumaphos","0.0033","0.001","M","","SM","O","RE","Wildflower","NC","R","2","Argentina / Canada / USA","","","0.15"
"OH0802040436HYUS2P","HY","124","Coumaphos","0.0016","0.001","M","","SM","O","RE","Clover","NC","R","2","Argentina / Canada / USA","","","0.15"
"OH0803030430HYUS2P","HY","124","Coumaphos","0.0015","0.001","M","","SM","O","RE","Clover","NC","R","2","Argentina / Canada / USA","","","0.15"
"OH0803030436HYUS2","HY","124","Coumaphos","0.0014","0.001","M","","SM","O","RE","Unknown","NC","H","2","Argentina / Canada / USA","","","0.15"
"OH0803030436HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.0045","0.004","M","","SM","O","RE","Unknown","NC","H","2","Argentina / Canada / USA","","","1"
"OH0804070422HYUS2P","HY","070","Piperonyl butoxide","0.007","0.006","M","","SM","O","RE","Clover","NC","R","2","Argentina / Canada / USA","","","10"
"OH0804070422HYUS2P","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Clover","NC","R","2","Argentina / Canada / USA","","","0.15"
"OH0804070422HYUS2P","HY","254","Dicofol p,p'","0.0015","0.001","M","V","SM","O","RE","Clover","NC","R","2","Argentina / Canada / USA","","","NT"
"OH0805050309HYUS2P","HY","124","Coumaphos","0.0016","0.001","M","","SM","O","RE","","NC","R","2","Argentina / Canada / USA","","","0.15"
"OH0805050309HYUS2P","HY","254","Dicofol p,p'","0.0012","0.001","M","V","SM","O","RE","","NC","R","2","Argentina / Canada / USA","","","NT"
"OH0807070300HYUS2P","HY","124","Coumaphos","0.0016","0.001","M","","SM","O","RE","Pure Clover","NC","R","2","Argentina / Canada / USA","","","0.15"
"TX0801070040HYUS2","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"TX0803030040HYUS2","HY","124","Coumaphos","0.0011","0.001","M","","SM","O","RE","Clover Honey","NC","D","2","Argentina / Canada / USA","","","0.15"
"TX0805050040HYUS2","HY","124","Coumaphos","0.0016","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"TX0806020040HYUS2","HY","124","Coumaphos","0.0017","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"TX0807070040HYUS2","HY","124","Coumaphos","0.001","0.001","M","","SM","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.15"
"WI0801070123HYUS2","HY","124","Coumaphos","0.0016","0.001","M","","SM","O","RE","","NC","D","2","Argentina / Canada / USA","","","0.15"
"CO1707310009HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.003","M","","","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.2"
"FL1706260048HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.009","0.003","M","","","O","RE","Pure, Grade A","NC","R","2","Argentina / Canada / USA","","","0.2"
"MD1704260054HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.014","0.003","M","","","O","RE","N/A","NC","R","2","Argentina / Canada / USA","","","0.2"
"MD1705240051HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.003","M","","","O","RE","Honey","NC","R","2","Argentina / Canada / USA","","","0.2"
"MD1708300021HYUS2P","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.005","0.003","M","","","O","RE","Honey","NC","R","2","Argentina / Canada / USA","","","0.2"
"MI1708290021HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.003","0.003","M","","","O","RE","Clover","NC","D","2","Argentina / Canada / USA","","","0.2"
"MI1708290056HYUS2","HY","AGR","2,4-dimethylphenyl formamide (2,4-DMPF)","0.007","0.003","M","","","O","RE","US Grade A Whipped H","NC","D","2","Argentina / Canada / USA","","","0.2"
